rxnid,Yield
test1665,0.6452
test1666,0.6452
test1667,0.6452
test1668,0.6452
test1669,0.6452
test1670,0.6601
test1671,0.6452
test1672,0.6452
test1673,0.6452
test1674,0.6452
test1675,0.6452
test1676,0.6452
test1677,0.6452
test1678,0.6452
test1679,0.6452
test1680,0.6452
test1681,0.6452
test1682,0.6452
test1683,0.6452
test1684,0.6452
test1685,0.6452
test1686,0.6452
test1687,0.6452
test1688,0.6452
test1689,0.6452
test1690,0.6452
test1691,0.6452
test1692,0.6452
test1693,0.6452
test1694,0.6452
test1695,0.6452
test1696,0.6452
test1697,0.6452
test1698,0.6452
test1699,0.6452
test1700,0.6452
test1701,0.6452
test1702,0.6452
test1703,0.6452
test1704,0.6452
test1705,0.6452
test1706,0.6452
test1707,0.6452
test1708,0.6452
test1709,0.6452
test1710,0.6452
test1711,0.6452
test1712,0.6452
test1713,0.6452
test1714,0.6452
test1715,0.6452
test1716,0.6452
test1717,0.6452
test1718,0.6452
test1719,0.6452
test1720,0.6452
test1721,0.6452
test1722,0.6452
test1723,0.6452
test1724,0.6452
test1725,0.6452
test1726,0.6452
test1727,0.6452
test1728,0.6452
test1729,0.6452
test1730,0.6452
test1731,0.6452
test1732,0.6452
test1733,0.6452
test1734,0.6452
test1735,0.6452
test1736,0.6452
test1737,0.6452
test1738,0.6452
test1739,0.6452
test1740,0.6452
test1741,0.6452
test1742,0.6452
test1743,0.6452
test1744,0.6452
test1745,0.6452
test1746,0.6452
test1747,0.6452
test1748,0.6452
test1749,0.6452
test1750,0.6452
test1751,0.6452
test1752,0.6452
test1753,0.6452
test1754,0.6452
test1755,0.6452
test1756,0.6453
test1757,0.6601
test1758,0.6452
test1759,0.6452
test1760,0.6452
test1761,0.6452
test1762,0.6452
test1763,0.6452
test1764,0.6452
test1765,0.6452
test1766,0.6452
test1767,0.6452
test1768,0.6452
test1769,0.6452
test1770,0.6452
test1771,0.6452
test1772,0.6452
test1773,0.6452
test1774,0.6452
test1775,0.6452
test1776,0.6452
test1777,0.6452
test1778,0.6452
test1779,0.6452
test1780,0.6452
test1781,0.6452
test1782,0.6452
test1783,0.6452
test1784,0.6452
test1785,0.6452
test1786,0.6452
test1787,0.6452
test1788,0.6452
test1789,0.6452
test1790,0.6452
test1791,0.6452
test1792,0.6452
test1793,0.6452
test1794,0.6452
test1795,0.6452
test1796,0.6452
test1797,0.6452
test1798,0.6452
test1799,0.6452
test1800,0.6452
test1801,0.6452
test1802,0.6452
test1803,0.6452
test1804,0.6452
test1805,0.6452
test1806,0.6452
test1807,0.6452
test1808,0.6452
test1809,0.6452
test1810,0.6452
test1811,0.6452
test1812,0.6452
test1813,0.6452
test1814,0.6452
test1815,0.6452
test1816,0.6452
test1817,0.6452
test1818,0.6452
test1819,0.6452
test1820,0.6452
test1821,0.6452
test1822,0.6452
test1823,0.6452
test1824,0.6452
test1825,0.6452
test1826,0.6452
test1827,0.6452
test1828,0.6452
test1829,0.6452
test1830,0.6452
test1831,0.6452
test1832,0.6452
test1833,0.6452
test1834,0.6452
test1835,0.6452
test1836,0.6452
test1837,0.6452
test1838,0.6452
test1839,0.6452
test1840,0.6452
test1841,0.6452
test1842,0.6452
test1843,0.6452
test1844,0.6452
test1845,0.6452
test1846,0.6452
test1847,0.6452
test1848,0.6452
test1849,0.6452
test1850,0.6452
test1851,0.6452
test1852,0.6452
test1853,0.6452
test1854,0.6452
test1855,0.6601
test1856,0.6452
test1857,0.6452
test1858,0.6452
test1859,0.6452
test1860,0.6452
test1861,0.6452
test1862,0.6452
test1863,0.6452
test1864,0.6452
test1865,0.6452
test1866,0.6452
test1867,0.6452
test1868,0.6452
test1869,0.6452
test1870,0.6452
test1871,0.6452
test1872,0.6452
test1873,0.6452
test1874,0.6452
test1875,0.6452
test1876,0.6452
test1877,0.6452
test1878,0.6452
test1879,0.6452
test1880,0.6452
test1881,0.6452
test1882,0.6452
test1883,0.6452
test1884,0.6452
test1885,0.6452
test1886,0.6452
test1887,0.6452
test1888,0.6452
test1889,0.6452
test1890,0.6452
test1891,0.6452
test1892,0.6452
test1893,0.6452
test1894,0.6452
test1895,0.6452
test1896,0.6452
test1897,0.6452
test1898,0.6452
test1899,0.6452
test1900,0.6452
test1901,0.6452
test1902,0.6452
test1903,0.6452
test1904,0.6452
test1905,0.6452
test1906,0.6452
test1907,0.6452
test1908,0.6452
test1909,0.6452
test1910,0.6452
test1911,0.6452
test1912,0.6452
test1913,0.6452
test1914,0.6452
test1915,0.6452
test1916,0.6452
test1917,0.6452
test1918,0.6452
test1919,0.6601
test1920,0.6452
test1921,0.6452
test1922,0.6452
test1923,0.6452
test1924,0.6452
test1925,0.6452
test1926,0.6452
test1927,0.6452
test1928,0.6452
test1929,0.6452
test1930,0.6452
test1931,0.6452
test1932,0.6452
test1933,0.6452
test1934,0.6452
test1935,0.6452
test1936,0.6452
test1937,0.6452
test1938,0.6452
test1939,0.6452
test1940,0.6452
test1941,0.6452
test1942,0.6452
test1943,0.6452
test1944,0.6452
test1945,0.6452
test1946,0.6452
test1947,0.6452
test1948,0.6452
test1949,0.6452
test1950,0.6452
test1951,0.6452
test1952,0.6452
test1953,0.6452
test1954,0.6452
test1955,0.6452
test1956,0.6452
test1957,0.6452
test1958,0.6452
test1959,0.6452
test1960,0.6452
test1961,0.6452
test1962,0.6452
test1963,0.6452
test1964,0.6452
test1965,0.6452
test1966,0.6452
test1967,0.6452
test1968,0.6452
test1969,0.6452
test1970,0.6601
test1971,0.6452
test1972,0.6452
test1973,0.6452
test1974,0.6452
test1975,0.6452
test1976,0.6452
test1977,0.6452
test1978,0.6452
test1979,0.6452
test1980,0.6452
test1981,0.6452
test1982,0.6452
test1983,0.6452
test1984,0.6452
test1985,0.6452
test1986,0.6452
test1987,0.6452
test1988,0.6452
test1989,0.6452
test1990,0.6452
test1991,0.6452
test1992,0.6452
test1993,0.6452
test1994,0.6452
test1995,0.6452
test1996,0.6452
test1997,0.6452
test1998,0.6452
test1999,0.6452
test2000,0.6452
test2001,0.6452
test2002,0.6452
test2003,0.6452
test2004,0.6452
test2005,0.6452
test2006,0.6452
test2007,0.6452
test2008,0.6452
test2009,0.6452
test2010,0.6452
test2011,0.6452
test2012,0.6452
test2013,0.6452
test2014,0.6452
test2015,0.6452
test2016,0.6452
test2017,0.6452
test2018,0.6452
test2019,0.6452
test2020,0.6452
test2021,0.6452
test2022,0.6452
test2023,0.6452
test2024,0.6452
test2025,0.6452
test2026,0.6601
test2027,0.6452
test2028,0.6452
test2029,0.6452
test2030,0.6452
test2031,0.6452
test2032,0.6452
test2033,0.6452
test2034,0.6452
test2035,0.6452
test2036,0.6452
test2037,0.6452
test2038,0.6452
test2039,0.6452
test2040,0.6452
test2041,0.6452
test2042,0.6452
test2043,0.6452
test2044,0.6452
test2045,0.6452
test2046,0.6452
test2047,0.6452
test2048,0.6452
test2049,0.6452
test2050,0.6452
test2051,0.6452
test2052,0.6452
test2053,0.6452
test2054,0.6452
test2055,0.6452
test2056,0.6452
test2057,0.6452
test2058,0.6452
test2059,0.6452
test2060,0.6452
test2061,0.6452
test2062,0.6452
test2063,0.6452
test2064,0.6452
test2065,0.6452
test2066,0.6452
test2067,0.6452
test2068,0.6452
test2069,0.6452
test2070,0.6452
test2071,0.6452
test2072,0.6452
test2073,0.6452
test2074,0.6452
test2075,0.6452
test2076,0.6452
test2077,0.6452
test2078,0.6452
test2079,0.6452
test2080,0.6452
test2081,0.6452
test2082,0.6452
test2083,0.6452
test2084,0.6452
test2085,0.6452
test2086,0.6452
test2087,0.6452
test2088,0.6452
test2089,0.6452
test2090,0.6452
test2091,0.6452
test2092,0.6452
test2093,0.6452
test2094,0.6452
test2095,0.6601
test2096,0.6452
test2097,0.6452
test2098,0.6452
test2099,0.6452
test2100,0.6452
test2101,0.6452
test2102,0.6452
test2103,0.6452
test2104,0.6452
test2105,0.6452
test2106,0.6452
test2107,0.6452
test2108,0.6452
test2109,0.6452
test2110,0.6452
test2111,0.6452
test2112,0.6452
test2113,0.6452
test2114,0.6452
test2115,0.6452
test2116,0.6452
test2117,0.6452
test2118,0.6452
test2119,0.6452
test2120,0.6452
test2121,0.6452
test2122,0.6452
test2123,0.6452
test2124,0.6452
test2125,0.6452
test2126,0.6452
test2127,0.6452
test2128,0.6452
test2129,0.6452
test2130,0.6452
test2131,0.6452
test2132,0.6452
test2133,0.6452
test2134,0.6452
test2135,0.6452
test2136,0.6452
test2137,0.6452
test2138,0.6452
test2139,0.6452
test2140,0.6452
test2141,0.6452
test2142,0.6452
test2143,0.6452
test2144,0.6452
test2145,0.6452
test2146,0.6452
test2147,0.6452
test2148,0.6452
test2149,0.6452
test2150,0.6452
test2151,0.6452
test2152,0.6452
test2153,0.6452
test2154,0.6452
test2155,0.6452
test2156,0.6452
test2157,0.6452
test2158,0.6602
test2159,0.6601
test2160,0.6452
test2161,0.6452
test2162,0.6452
test2163,0.6452
test2164,0.6452
test2165,0.6452
test2166,0.6452
test2167,0.6452
test2168,0.6452
test2169,0.6452
test2170,0.6452
test2171,0.6452
test2172,0.6452
test2173,0.6452
test2174,0.6452
test2175,0.6452
test2176,0.6452
test2177,0.6452
test2178,0.6452
test2179,0.6452
test2180,0.6452
test2181,0.6452
test2182,0.6452
test2183,0.6452
test2184,0.6452
test2185,0.6452
test2186,0.6452
test2187,0.6452
test2188,0.6452
test2189,0.6452
test2190,0.6452
test2191,0.6452
test2192,0.6452
test2193,0.6452
test2194,0.6452
test2195,0.6452
test2196,0.6452
test2197,0.6452
test2198,0.6452
test2199,0.6452
test2200,0.6452
test2201,0.6452
test2202,0.6452
test2203,0.6452
test2204,0.6452
test2205,0.6452
test2206,0.6452
test2207,0.6452
test2208,0.6452
test2209,0.6452
test2210,0.6452
test2211,0.6452
test2212,0.6452
test2213,0.6452
test2214,0.6452
test2215,0.6452
test2216,0.6452
test2217,0.6452
test2218,0.6452
test2219,0.6452
test2220,0.6452
test2221,0.6452
test2222,0.6452
test2223,0.6452
test2224,0.6452
test2225,0.6452
test2226,0.6452
test2227,0.6452
test2228,0.6452
test2229,0.6452
test2230,0.6453
test2231,0.6452
test2232,0.6601
test2233,0.6452
test2234,0.6452
test2235,0.6452
test2236,0.6452
test2237,0.6452
test2238,0.6452
test2239,0.6452
test2240,0.6452
test2241,0.6452
test2242,0.6452
test2243,0.6452
test2244,0.6452
test2245,0.6452
test2246,0.6452
test2247,0.6452
test2248,0.6452
test2249,0.6452
test2250,0.6452
test2251,0.6452
test2252,0.6452
test2253,0.6452
test2254,0.6452
test2255,0.6452
test2256,0.6452
test2257,0.6452
test2258,0.6452
test2259,0.6452
test2260,0.6452
test2261,0.6452
test2262,0.6452
test2263,0.6452
test2264,0.6452
test2265,0.6452
test2266,0.6452
test2267,0.6452
test2268,0.6452
test2269,0.6452
test2270,0.6452
test2271,0.6452
test2272,0.6601
test2273,0.6452
test2274,0.6452
test2275,0.6452
test2276,0.6452
test2277,0.6452
test2278,0.6452
test2279,0.6452
test2280,0.6452
test2281,0.6452
test2282,0.6452
test2283,0.6452
test2284,0.6452
test2285,0.6452
test2286,0.6452
test2287,0.6452
test2288,0.6452
test2289,0.6452
test2290,0.6452
test2291,0.6452
test2292,0.6452
test2293,0.6452
test2294,0.6452
test2295,0.6452
test2296,0.6452
test2297,0.6452
test2298,0.6452
test2299,0.6452
test2300,0.6452
test2301,0.6452
test2302,0.6452
test2303,0.6452
test2304,0.6452
test2305,0.6452
test2306,0.6452
test2307,0.6452
test2308,0.6452
test2309,0.6452
test2310,0.6452
test2311,0.6452
test2312,0.6452
test2313,0.6452
test2314,0.6452
test2315,0.6452
test2316,0.6452
test2317,0.6452
test2318,0.6452
test2319,0.6452
test2320,0.6452
test2321,0.6452
test2322,0.6452
test2323,0.6452
test2324,0.6452
test2325,0.6452
test2326,0.6452
test2327,0.6453
test2328,0.6452
test2329,0.6452
test2330,0.6452
test2331,0.6452
test2332,0.6452
test2333,0.6452
test2334,0.6452
test2335,0.6452
test2336,0.6452
test2337,0.6452
test2338,0.6452
test2339,0.6452
test2340,0.6452
test2341,0.6452
test2342,0.6452
test2343,0.6452
test2344,0.6452
test2345,0.6452
test2346,0.6452
test2347,0.6452
test2348,0.6452
test2349,0.6452
test2350,0.6452
test2351,0.6452
test2352,0.6601
test2353,0.6452
test2354,0.6452
test2355,0.6452
test2356,0.6452
test2357,0.6452
test2358,0.6452
test2359,0.6452
test2360,0.6452
test2361,0.6452
test2362,0.6452
test2363,0.6452
test2364,0.6452
test2365,0.6452
test2366,0.6452
test2367,0.6452
test2368,0.6452
test2369,0.6452
test2370,0.6452
test2371,0.6452
test2372,0.6452
test2373,0.6452
test2374,0.6452
test2375,0.6452
test2376,0.6452
test2377,0.6452
test2378,0.6452
test2379,0.6452
test2380,0.6452
test2381,0.6452
test2382,0.6452
test2383,0.6452
test2384,0.6452
test2385,0.6453
test2386,0.6452
test2387,0.6452
test2388,0.6452
test2389,0.6452
test2390,0.6452
test2391,0.6452
test2392,0.6452
test2393,0.6452
test2394,0.6452
test2395,0.6452
test2396,0.6452
test2397,0.6452
test2398,0.6452
test2399,0.6452
test2400,0.6452
test2401,0.6452
test2402,0.6452
test2403,0.6452
test2404,0.6452
test2405,0.6452
test2406,0.6452
test2407,0.6452
test2408,0.6601
test2409,0.6452
test2410,0.6452
test2411,0.6452
test2412,0.6452
test2413,0.6452
test2414,0.6452
test2415,0.6452
test2416,0.6452
test2417,0.6452
test2418,0.6452
test2419,0.6452
test2420,0.6452
test2421,0.6452
test2422,0.6452
test2423,0.6452
test2424,0.6452
test2425,0.6452
test2426,0.6452
test2427,0.6452
test2428,0.6452
test2429,0.6452
test2430,0.6452
test2431,0.6452
test2432,0.6452
test2433,0.6452
test2434,0.6452
test2435,0.6452
test2436,0.6452
test2437,0.6452
test2438,0.6452
test2439,0.6452
test2440,0.6452
test2441,0.6452
test2442,0.6452
test2443,0.6452
test2444,0.6452
test2445,0.6452
test2446,0.6452
test2447,0.6601
test2448,0.6452
test2449,0.6452
test2450,0.6452
test2451,0.6452
test2452,0.6452
test2453,0.6452
test2454,0.6452
test2455,0.6452
test2456,0.6452
test2457,0.6452
test2458,0.6452
test2459,0.6452
test2460,0.6452
test2461,0.6452
test2462,0.6452
test2463,0.6452
test2464,0.6452
test2465,0.6452
test2466,0.6452
test2467,0.6452
test2468,0.6452
test2469,0.6452
test2470,0.6452
test2471,0.6452
test2472,0.6452
test2473,0.6452
test2474,0.6452
test2475,0.6452
test2476,0.6452
test2477,0.6452
test2478,0.6452
test2479,0.6452
test2480,0.6452
test2481,0.6452
test2482,0.6452
test2483,0.6452
test2484,0.6452
test2485,0.6452
test2486,0.6452
test2487,0.6452
test2488,0.6452
test2489,0.6452
test2490,0.6452
test2491,0.6452
test2492,0.6452
test2493,0.6452
test2494,0.6452
test2495,0.6452
test2496,0.6452
test2497,0.6452
test2498,0.6452
test2499,0.6452
test2500,0.6452
test2501,0.6452
test2502,0.6452
test2503,0.6452
test2504,0.6452
test2505,0.6452
test2506,0.6452
test2507,0.6452
test2508,0.6452
test2509,0.6452
test2510,0.6452
test2511,0.6452
test2512,0.6452
test2513,0.6452
test2514,0.6452
test2515,0.6452
test2516,0.6452
test2517,0.6452
test2518,0.6601
test2519,0.6452
test2520,0.6452
test2521,0.6452
test2522,0.6452
test2523,0.6452
test2524,0.6452
test2525,0.6452
test2526,0.6452
test2527,0.6452
test2528,0.6452
test2529,0.6452
test2530,0.6452
test2531,0.6452
test2532,0.6452
test2533,0.6452
test2534,0.6452
test2535,0.6452
test2536,0.6452
test2537,0.6452
test2538,0.6452
test2539,0.6452
test2540,0.6452
test2541,0.6452
test2542,0.6452
test2543,0.6452
test2544,0.6452
test2545,0.6452
test2546,0.6452
test2547,0.6452
test2548,0.6452
test2549,0.6452
test2550,0.6452
test2551,0.6452
test2552,0.6452
test2553,0.6452
test2554,0.6452
test2555,0.6452
test2556,0.6452
test2557,0.6452
test2558,0.6452
test2559,0.6452
test2560,0.6452
test2561,0.6452
test2562,0.6452
test2563,0.6452
test2564,0.6452
test2565,0.6452
test2566,0.6452
test2567,0.6452
test2568,0.6452
test2569,0.6452
test2570,0.6452
test2571,0.6452
test2572,0.6452
test2573,0.6452
test2574,0.6452
test2575,0.6452
test2576,0.6452
test2577,0.6452
test2578,0.6452
test2579,0.6452
test2580,0.6452
test2581,0.6452
test2582,0.6452
test2583,0.6452
test2584,0.6452
test2585,0.6452
test2586,0.6452
test2587,0.6452
test2588,0.6452
test2589,0.6452
test2590,0.6452
test2591,0.6452
test2592,0.6452
test2593,0.6452
test2594,0.6452
test2595,0.6452
test2596,0.6452
test2597,0.6452
test2598,0.6452
test2599,0.6452
test2600,0.6452
test2601,0.6452
test2602,0.6601
test2603,0.6452
test2604,0.6452
test2605,0.6452
test2606,0.6452
test2607,0.6452
test2608,0.6452
test2609,0.6452
test2610,0.6452
test2611,0.6452
test2612,0.6452
test2613,0.6452
test2614,0.6452
test2615,0.6452
test2616,0.6452
